아파트ID,아파트명,지번주소,위도,경도,동수,세대수,임대수,용적률,건폐율,주차대수,건설사
3048,경남,서울시 강남구 도곡동 967,37.488679,127.040856,4,348,0,356,21,389,경남기업(주)
103960,그랜빌캐슬,서울시 강남구 도곡동 190-3,37.488801,127.044789,1,15,0,229,59,27,(주)그린종합건설
18522,극동스타클래스(주상복합),서울시 강남구 도곡동 957-11,37.485197,127.036016,1,96,0,629,59,142,극동건설(주)
315,대림,서울시 강남구 도곡동 960,37.486463,127.039867,2,197,0,251,55,252,대림산업(주)
974,대림아크로빌(주상복합),서울시 강남구 도곡동 467-6,37.488198,127.051147,2,490,0,936,37,1662,대림산업(주)
18975,대명비발디,서울시 강남구 도곡동 944-6,37.489067,127.03436,1,18,0,237,42,20,(주)대명건설
9808,대우양재디오빌(주상복합),서울시 강남구 도곡동 952,37.486502,127.033545,1,155,0,882,59,123,(주)대우건설
134332,더힐(도시형),서울시 강남구 도곡동 413-7,37.484744,127.043447,1,11,0,215,49,5,합성공업공사
104408,도곡그린빌,서울시 강남구 도곡동 955,37.486142,127.035834,1,19,0,197,51,22,한솔건설(주)
11698,도곡렉슬,서울시 강남구 도곡동 527,37.493869,127.050945,34,3002,0,274,15,4443,GS건설(주)외2
142590,도곡루아르(도시형),서울시 강남구 도곡동 941-1,37.490061,127.034395,1,29,0,249,46,36,효성건업(주)
3040,도곡삼성래미안,서울시 강남구 도곡동 91-5,37.489972,127.050406,10,732,0,291,18,1122,삼성물산(주)
125149,도곡상지카일룸,서울시 강남구 도곡동 202,37.487887,127.043927,1,23,0,199,37,90,(주)상지카일룸
101240,도곡스타빌,서울시 강남구 도곡동 514-3,37.484133,127.042565,1,15,0,249,49,15,(주)남성에이엔씨
129662,도곡스테이77(도시형),서울시 강남구 도곡동 957,37.485157,127.034931,1,77,0,481,59,63,이평종합건설(주)
319,도곡쌍용예가,서울시 강남구 도곡동 933,37.487588,127.038586,5,384,0,298,30,418,쌍용건설㈜
19405,도곡아이파크1차,서울시 강남구 도곡동 543-7,37.492403,127.043477,5,321,0,295,19,548,현대산업개발(주)
19635,도곡아이파크2차,서울시 강남구 도곡동 969,37.489234,127.037174,2,58,0,232,22,150,현대산업개발(주)
23149,도곡아이파크3차,서울시 강남구 도곡동 970,37.490178,127.037965,3,72,0,203,28,199,현대산업개발(주)
363,도곡우성,서울시 강남구 도곡동 934-10번지 일대,37.488203,127.037124,2,390,0,179,13,468,우성건설(주)
22912,도곡월드메르디앙,서울시 강남구 도곡동 200-1,37.487026,127.043727,2,29,0,221,43,60,월드건설산업(주)
163697,도곡월드메르디앙(973),서울시 강남구 도곡동 973,37.488616,127.039762,2,48,0,248,29,48,월드건설산업(주)
26744,도곡조이너스,서울시 강남구 도곡동 950-19,37.487154,127.035075,1,26,0,200,27,29,조이너스건설
102163,도곡지웰카운티,서울시 강남구 도곡동 199-4,37.486376,127.043599,2,37,0,194,37,63,(주)신영동성
159077,도곡코오롱,서울시 강남구 도곡동 902-1,37.488218,127.039782,1,29,0,245,49,35,코오롱LSI(주)
18674,도곡푸르지오1차,서울시 강남구 도곡동 949-1,37.487904,127.033199,1,17,0,231,49,40,(주)대우건설
18686,도곡푸르지오2차(주상복합),서울시 강남구 도곡동 949-2,37.487821,127.032884,1,13,0,730,58,79,(주)대우건설
23152,도곡하이빌,서울시 강남구 도곡동 919-3,37.485913,127.03759,1,12,0,237,48,20,토성종합건설(주)
109559,도곡한라비발디,서울시 강남구 도곡동 972,37.487738,127.039274,1,110,0,249,25,156,주식회사한라
408,도곡한신,서울시 강남구 도곡동 895-8,37.487685,127.040609,5,421,0,212,16,0,한신공영(주)
13445,도곡현대하이페리온,서울시 강남구 도곡동 968,37.488775,127.03502,2,71,0,245,22,188,현대건설(주)
15133,도곡현대힐스테이트,서울시 강남구 도곡동 183,37.487835,127.045672,4,57,0,220,26,91,현대건설(주)
23048,동연빌(주상복합),서울시 강남구 도곡동 895-4,37.489016,127.040218,1,18,0,296,59,9,황해건설
128403,라온빌(도시형),서울시 강남구 도곡동 552-17,37.490438,127.036289,1,11,0,150,49,4,야촌주택건설(주)
100559,래미안도곡카운티,서울시 강남구 도곡동 538-3,37.495144,127.051069,8,397,14,261,20,510,삼성물산(주)
101883,로덴하우스웨스트빌리지,서울시 강남구 도곡동 462-2,37.485462,127.046472,1,19,0,248,18,74,계룡건설산업(주)
101878,로덴하우스이스트빌리지,서울시 강남구 도곡동 462-1,37.485699,127.046774,1,33,0,249,18,124,계룡건설산업(주)
9869,롯데캐슬모닝,서울시 강남구 도곡동 551-28,37.490231,127.036776,2,60,0,295,35,128,롯데건설(주)
102212,리치아르떼빌,서울시 강남구 도곡동 194,37.486451,127.043994,1,11,0,227,46,24,인랜드종합건설(주)
334,매봉,서울시 강남구 도곡동 966,37.489193,127.04872,1,132,0,386,0,132,삼성중공업
104016,벨라빌,서울시 강남구 도곡동 193-42,37.486672,127.044534,1,14,0,245,47,40,근양종합건설(주)
148535,비스킷(도시형),서울시 강남구 도곡동 947-10,37.487463,127.03503,1,19,0,182,59,6,코웰스건설산업(주)
3049,삼성,서울시 강남구 도곡동 161,37.488551,127.046667,4,231,0,139,16,208,삼성건설주식회사
339,삼익,서울시 강남구 도곡동 869,37.491024,127.042296,2,247,0,177,15,272,삼익주택
342,삼호,서울시 강남구 도곡동 540번지 일대,37.493438,127.045545,2,144,0,169,16,144,삼호
16293,신성빌리지,서울시 강남구 도곡동 193-23,37.487213,127.044538,2,16,0,85,21,20,(주)스페이스
9218,아카데미스위트(주상복합),서울시 강남구 도곡동 467-7,37.488828,127.051585,1,414,0,996,42,808,라성건설(주)
13237,양재SK허브프리모(주상복합),서울시 강남구 도곡동 953-1,37.485301,127.034443,1,176,0,629,55,261,SK건설(주)
329,역삼럭키,서울시 강남구 도곡동 963,37.49061,127.040187,10,1094,0,248,18,1077,엘지건설(주)
9120,우성리빙텔(주상복합),서울시 강남구 도곡동 467-10,37.488413,127.052653,1,39,0,853,59,52,(주)우성종합건설
373,우성캐릭터199(주상복합),서울시 강남구 도곡동 467-24,37.486489,127.051965,2,199,0,620,55,902,우성건설(주)
975,우성캐릭터빌(주상복합),서울시 강남구 도곡동 467-18,37.487058,127.051121,1,47,0,853,58,211,주식회사 우성건설
13077,울트라멤버스,서울시 강남구 도곡동 162-4,37.487689,127.046658,1,19,0,296,51,40,울트라건설(주)
18981,원팰리스,서울시 강남구 도곡동 952-14,37.486226,127.034046,1,19,0,260,49,21,예당종합건설(주)
102822,이니그마빌Ⅲ,서울시 강남구 도곡동 201,37.487411,127.043416,1,14,0,226,35,46,한솔건설(주)
825,중명하니빌,서울시 강남구 도곡동 965,37.485888,127.038958,1,111,0,251,44,59,
156127,클래스원,서울시 강남구 도곡동 948-25,37.487825,127.033725,2,10,0,181,59,14,아민건설(주)
3038,타워팰리스1차(주상복합),서울시 강남구 도곡동 467,37.488556,127.054664,4,1292,0,919,49,3695,삼성물산(주)
3039,타워팰리스2차(주상복합),서울시 강남구 도곡동 467-17,37.489718,127.054661,2,813,0,923,39,2376,삼성중공업(주)
8819,타워팰리스3차(주상복합),서울시 강남구 도곡동 467-29,37.487236,127.053041,1,480,0,791,39,1785,"삼성중공업(주),삼성물산(주)"
103262,파크힐,서울시 강남구 도곡동 550-1,37.489881,127.036951,1,17,0,287,52,17,
104148,포레스트빌,서울시 강남구 도곡동 193-29,37.487541,127.043946,1,4,0,206,57,6,(주)써니건설
3311,포스코트,서울시 강남구 도곡동 164-6,37.48783,127.04762,1,64,0,295,23,204,포스코개발주식회사
105306,플럼힐스,서울시 강남구 도곡동 193-67,37.487615,127.044115,1,5,0,241,50,13,(주)AOC건설
101960,필로스,서울시 강남구 도곡동 193-45,37.48694,127.044282,1,8,0,255,59,14,신성건 종합 건설(주)
424,현대(도곡현대),서울시 강남구 도곡동 961,37.489526,127.038719,3,211,0,228,25,317,현대산업개발(주)
427,현대그린,서울시 강남구 도곡동 964,37.48882,127.03935,1,171,0,304,32,156,현대산업개발(주)
16246,현대벨라하우스,서울시 강남구 도곡동 153-2,37.488591,127.045595,1,8,0,212,29,17,현대건설(주)
8331,현대비젼21(주상복합),서울시 강남구 도곡동 467-19,37.487314,127.051525,1,232,0,990,59,291,고려산업개발주식회사
18978,현대아이리스,서울시 강남구 도곡동 944-5,37.489173,127.034133,1,17,0,232,47,29,현대리모델링
104826,현대오티움,서울시 강남구 도곡동 192-2,37.487663,127.044533,1,18,0,326,42,35,현대건설(주)
16247,힐데스하임,서울시 강남구 도곡동 193-1,37.488087,127.044968,1,19,0,229,29,48,
140287,LH삼성(도시형),서울시 강남구 삼성동 109-21,37.515499,127.064002,1,47,15,247,49,24,케이월드종합건설(주)
110247,SM드림빌,서울시 강남구 삼성동 29-11,37.513364,127.045958,1,16,0,241,59,12,승민종합건설(주)
8404,강변삼부,서울시 강남구 삼성동 99-12,37.517125,127.06565,1,48,0,336,33,70,삼부토건(주)
22913,골든카운티,서울시 강남구 삼성동 5-3,37.516989,127.046446,1,19,0,249,26,28,준 건설 주식회사
122448,그라나다,서울시 강남구 삼성동 45-5,37.512687,127.049588,1,19,0,280,59,18,주립건설(주)
105839,네오블로썸,서울시 강남구 삼성동 42-4,37.512285,127.047352,1,12,0,196,41,21,주식회사네오비종합건설
26112,노블테라스,서울시 강남구 삼성동 36-12,37.511859,127.044812,1,10,0,263,59,25,(주)아트원종합건설
102276,다우림하우스,서울시 강남구 삼성동 82-6,37.518986,127.061735,1,10,0,246,57,14,다우림씨앤아이(주)
101865,동구싼타빌,서울시 강남구 삼성동 108-2,37.515189,127.062326,1,19,0,294,59,23,동구종합주택건설(주)
22327,동일파크스위트,서울시 강남구 삼성동 100-14,37.516389,127.065931,1,36,0,249,23,87,주식회사동일
127477,래미안라클래시,서울시 강남구 삼성동 189,37.517476,127.050021,7,679,81,295,19,1244,삼성물산(주)
17600,래미안삼성1차(101동),서울시 강남구 삼성동 104-10,37.516501,127.063056,1,77,0,211,21,106,삼성물산(주)
23872,래미안삼성1차(201동),서울시 강남구 삼성동 102,37.516736,127.064252,1,36,0,205,39,52,삼성물산
23869,"래미안삼성1차(301,302,303동)",서울시 강남구 삼성동 103-22,37.517015,127.064237,3,133,0,227,25,231,삼성물산(주) 건설부문
23870,래미안삼성1차(501~504동),서울시 강남구 삼성동 105,37.516062,127.063322,4,112,0,213,21,240,삼성물산(주)
22861,래미안삼성2차,서울시 강남구 삼성동 7-3,37.515991,127.043301,8,275,0,273,26,533,삼성물산(주)주택부문
120098,로프트원,서울시 강남구 삼성동 45-6,37.512702,127.049897,1,19,0,293,56,27,(쥬)대양건설
18967,롯데캐슬프레미어,서울시 강남구 삼성동 11,37.515662,127.0449,11,713,0,269,16,1335,롯데건설 주식회사
12230,미켈란147(주상복합),서울시 강남구 삼성동 147-2,37.513228,127.055948,1,67,0,943,59,66,(주)건설알포메
27274,브라운스톤레전드(주상복합),서울시 강남구 삼성동 8-2,37.515451,127.042289,1,54,0,599,59,218,이수건설(주)
25531,삼부(101동),서울시 강남구 삼성동 99-13,37.517023,127.065199,1,43,0,249,32,43,삼부토건(주)
101425,삼부(102동),서울시 강남구 삼성동 99,37.517417,127.064934,1,40,0,235,31,40,삼부토건(주)
24074,삼부아그레빌,서울시 강남구 삼성동 98-11,37.517933,127.064102,1,67,0,277,30,82,삼부토건(주)
18610,삼성SK뷰,서울시 강남구 삼성동 101,37.516281,127.064857,1,41,0,236,30,67,SK건설
10322,삼성골든빌,서울시 강남구 삼성동 99-1,37.517824,127.065166,1,18,0,310,24,49,삼성물산(주)
26511,삼성그랑빌,서울시 강남구 삼성동 150-20,37.510859,127.055017,1,14,0,249,39,18,(주)우건토건
9844,삼성금호어울림,서울시 강남구 삼성동 102-2,37.516812,127.064783,1,68,0,251,29,95,금호산업(주)
13441,삼성대성유니드,서울시 강남구 삼성동 129,37.50865,127.05402,1,59,0,231,32,66,대성산업주식회사
13371,삼성대우멤버스카운티1차,서울시 강남구 삼성동 98-18,37.518215,127.064426,2,38,0,239,41,70,(주)대우건설
24053,삼성대우멤버스카운티2차,서울시 강남구 삼성동 33-20,37.513134,127.044298,1,17,0,244,46,33,(주)대우건설
24054,삼성대우멤버스카운티3차,서울시 강남구 삼성동 33-24,37.512837,127.044393,1,11,0,254,48,20,(주)대우건설
24049,삼성대우멤버스카운티5차,서울시 강남구 삼성동 33-22,37.512844,127.044042,1,17,0,199,37,28,(주)대우건설
105056,삼성대유리채(도시형),서울시 강남구 삼성동 120-9,37.510984,127.053646,1,65,0,249,45,36,(주)경우크린텍
16299,삼성더파크뷰,서울시 강남구 삼성동 113-17,37.51047,127.046945,1,12,0,185,35,21,주풍종합건설(주)
13164,삼성드림하우스,서울시 강남구 삼성동 47-18,37.5135,127.049497,1,18,0,297,55,24,한일개발(주)
144029,삼성디뷰더센트럴(도시형),서울시 강남구 삼성동 142-28,37.506081,127.052035,1,27,0,575,59,12,(주)야놀자씨앤디
107803,삼성라테라스,서울시 강남구 삼성동 110-2,37.515549,127.065772,1,18,0,249,41,62,(주)동양
428,삼성롯데,서울시 강남구 삼성동 17,37.518,127.048784,3,339,0,337,21,418,롯데건설(주)
14950,삼성롯데캐슬킹덤,서울시 강남구 삼성동 43,37.512829,127.047775,3,118,0,234,26,276,롯데건설(주)
104355,삼성루첸시아,서울시 강남구 삼성동 64-6,37.517293,127.052741,1,10,0,199,42,12,(주)인도종합건설
13609,삼성리치빌(주상복합),서울시 강남구 삼성동 52-9,37.518497,127.051147,1,48,0,364,59,56,(주)광무종합건설
171497,삼성마에스트로(주상복합),서울시 강남구 삼성동 140-32,37.506262,127.049654,1,299,299,678,59,115,(주)한미글로벌이엔
10119,삼성미켈란107(주상복합),서울시 강남구 삼성동 107,37.514726,127.060793,1,64,0,699,58,82,포스코개발(주)
13113,삼성벨라스,서울시 강남구 삼성동 29-19,37.514318,127.045867,1,19,0,269,44,38,광남건설(주)
24331,삼성벽산블루밍,서울시 강남구 삼성동 64-4,37.517343,127.052299,2,26,0,231,44,46,(주)벽산건설
128640,삼성브르넨(주상복합),서울시 강남구 삼성동 90,37.516772,127.059462,1,22,0,522,51,30,이화공영(주)
111332,삼성센트럴아이파크,서울시 강남구 삼성동 188,37.515496,127.051194,4,416,57,299,19,743,현대산업개발(주)
102947,삼성신도브래뉴(주상복합),서울시 강남구 삼성동 121-38,37.510378,127.053394,1,21,0,351,59,18,(주)신도종합건설
13908,삼성씨엘케이,서울시 강남구 삼성동 3-2,37.517541,127.044367,1,12,0,299,26,16,송현산업개발(주)
17497,삼성아셈,서울시 강남구 삼성동 108-1,37.515114,127.06201,1,18,0,212,39,24,(주)타임건설
26445,삼성아펠바움,서울시 강남구 삼성동 99-3,37.51804,127.065073,1,17,0,396,32,47,에스케이건설
17846,삼성오네뜨,서울시 강남구 삼성동 127-5,37.509522,127.05449,2,48,0,253,35,136,
14292,삼성우림루미아트,서울시 강남구 삼성동 75-3,37.513927,127.054333,1,40,0,247,34,78,우림건설(주)
22340,삼성우정에쉐르II(주상복합),서울시 강남구 삼성동 144-10,37.507055,127.05477,1,60,0,548,56,56,우정건설(주)
13442,삼성월드타워,서울시 강남구 삼성동 3-1,37.517457,127.044062,1,46,0,333,31,48,(주)다우종합건설
23698,삼성웰피아,서울시 강남구 삼성동 130-2,37.50847,127.053655,1,19,0,196,43,25,(주)제이에이건설
14705,삼성이안파크,서울시 강남구 삼성동 130,37.508594,127.053439,1,19,0,224,59,31,지브이종합건설(주)
9685,삼성중앙하이츠빌리지,서울시 강남구 삼성동 14-1,37.516113,127.04615,5,298,0,269,17,520,(주)중앙건설
24362,삼성지웰팰리스(주상복합),서울시 강남구 삼성동 114-11,37.511477,127.048867,1,16,0,748,59,17,씨제이개발(주)
