아파트ID,아파트명,지번주소,위도,경도,동수,세대수,임대수,용적률,건폐율,주차대수,건설사
160940,남광미르빌,서울시 노원구 공릉동 684-60,37.617493,127.073353,1,12,0,203,59,11,선진보종합건설(주)
9918,남청파인힐,서울시 노원구 공릉동 379-5,37.626287,127.071377,1,49,0,299,34,49,남청종합건설(주)
140885,네모하우스,서울시 노원구 공릉동 597-9,37.620103,127.074246,1,8,0,240,45,5,(주)핀크스씨앤씨
107067,노원프레미어스엠코(주상복합),서울시 노원구 공릉동 670-20,37.618484,127.076202,2,234,0,587,59,340,현대엔지니어링(주)
11185,녹주,서울시 노원구 공릉동 750,37.62049,127.07282,1,40,0,299,35,46,녹주건설
3239,대동,서울시 노원구 공릉동 604-11,37.619861,127.072307,1,152,0,0,0,156,(주)대동
8685,대명,서울시 노원구 공릉동 270-71,37.620187,127.081305,3,120,0,148,29,0,대명건설
8663,대아(492-1),서울시 노원구 공릉동 492-1,37.623341,127.071482,1,174,0,379,31,176,대아건설
175,대아(740),서울시 노원구 공릉동 740,37.62385,127.07893,1,130,0,294,34,140,대아건설(주)
9372,대주파크빌,서울시 노원구 공릉동 751,37.62115,127.07204,1,191,0,367,25,206,대주주택(주)
112200,도균(주상복합),서울시 노원구 공릉동 684-16,37.617154,127.072963,1,20,0,248,46,12,석장건설(주)
172,동부,서울시 노원구 공릉동 705,37.628117,127.078435,4,295,0,267,24,255,동부건설
1087,동신,서울시 노원구 공릉동 745,37.628276,127.076824,6,452,0,375,28,534,동신(주)
19471,동아하이빌,서울시 노원구 공릉동 609-3,37.61871,127.07267,2,32,0,283,48,20,원광건설(주)
127443,두보팰리스(도시형),서울시 노원구 공릉동 568-7,37.622727,127.07328,1,14,0,246,45,7,희성종합건설 주식회사
22829,라메즈,서울시 노원구 공릉동 575-24,37.62136,127.07339,1,18,0,199,36,20,인덕건주산업(주)
116893,미라쉘(도시형),서울시 노원구 공릉동 670-6,37.618191,127.076389,1,120,0,628,56,72,소사벌종합건설(주)
107455,백영,서울시 노원구 공릉동 593-6,37.620933,127.07576,1,16,0,293,58,16,(주)광명종합건설
104330,베네시아(도시형),서울시 노원구 공릉동 609-50,37.618865,127.072851,1,19,0,182,49,6,동진종합건설
109013,보람노블레스,서울시 노원구 공릉동 586-15,37.621681,127.077008,1,18,0,227,42,20,(주)도훈이앤에이
1093,비선,서울시 노원구 공릉동 109,37.62581,127.087617,7,700,0,219,20,505,(주)두산건설
26718,비콘,서울시 노원구 공릉동 755,37.621627,127.079297,1,69,0,240,22,72,(주)비콘건설
8664,삼익(690-2),서울시 노원구 공릉동 690-2,37.617914,127.072319,1,158,0,0,0,144,삼익건설(주)
3242,삼익4단지,서울시 노원구 공릉동 714,37.630076,127.072055,4,525,0,202,20,260,삼익건설(주)
173,삼익포레스트,서울시 노원구 공릉동 737,37.627111,127.08111,8,845,0,245,24,730,삼익건설(주)
102675,새울센스빌,서울시 노원구 공릉동 589-3,37.620974,127.077617,1,17,0,255,59,18,인수종합건설(주)
109618,서경하누리,서울시 노원구 공릉동 493-20,37.623521,127.072658,1,17,0,199,43,17,서경종합건설
23173,서로퍼스트빌(주상복합),서울시 노원구 공릉동 351-1,37.623593,127.078366,1,19,0,199,57,18,서로종합건설(주)
25011,서일이츠뷰,서울시 노원구 공릉동 371-11,37.627577,127.073876,1,61,0,246,29,70,(주)서일디엔씨
9747,서진프라자,서울시 노원구 공릉동 492-3,37.623281,127.07182,1,19,0,289,53,15,(주)서진산업개발
138142,성욱타운(도시형),서울시 노원구 공릉동 670-12,37.618842,127.076855,1,34,0,486,55,4,(주)태주종합건설
104985,세영,서울시 노원구 공릉동 576-11,37.621358,127.073681,1,19,0,249,43,20,(주)세이코하우징
115983,수희(도시형),서울시 노원구 공릉동 585-20,37.621636,127.07637,1,19,0,199,59,7,(주)도은이앤씨
13155,신대림,서울시 노원구 공릉동 379-9,37.626301,127.07207,1,19,0,205,40,27,주식회사 한아건설
9331,신명,서울시 노원구 공릉동 382-14,37.624994,127.070827,1,69,0,325,26,64,신명건설
3243,신원,서울시 노원구 공릉동 370-4,37.627757,127.075097,1,153,0,343,30,154,(주)신원종합개발
23272,신한양(주상복합),서울시 노원구 공릉동 400-8,37.62446,127.07195,1,18,0,304,45,18,남북건설(주)
104662,씨엠,서울시 노원구 공릉동 568-6,37.62277,127.073381,1,10,0,245,49,10,(주)도훈이앤에이
116345,엘림타운,서울시 노원구 공릉동 379-2,37.627153,127.071181,1,19,0,272,56,20,동찬건설
135322,온유홈,서울시 노원구 공릉동 366-25,37.628229,127.073664,1,13,0,199,59,7,한송건설 주식회사
26207,우국리더스빌,서울시 노원구 공릉동 757,37.62609,127.07011,1,79,0,248,23,69,우국종합건설(주)
3244,우방,서울시 노원구 공릉동 108,37.626659,127.086802,5,494,0,249,28,505,우방(주)
1089,우성(공릉),서울시 노원구 공릉동 738,37.628658,127.072764,3,363,0,375,31,344,우성종합토건(주)
176,우성(태릉),서울시 노원구 공릉동 254,37.624456,127.085062,9,432,0,114,14,320,우성건설
101189,우성2차,서울시 노원구 공릉동 569-28,37.622416,127.073034,2,29,0,0,0,34,우성산업개발(주)
19376,윤탁노블레스(주상복합),서울시 노원구 공릉동 421-15,37.627237,127.080032,1,18,0,296,52,16,(주)윤탁종합건설
128398,이안클래식(도시형),서울시 노원구 공릉동 683-30,37.617791,127.074573,1,28,0,431,59,12,(주)썬앤문
1090,임성,서울시 노원구 공릉동 389-13,37.627539,127.075938,1,68,0,290,28,62,안선종합건설(주)
17133,정원팰리스(도시형),서울시 노원구 공릉동 586-1,37.622463,127.076919,4,40,0,199,45,32,주식회사선화종합건설
103866,주완위즈빌(주상복합),서울시 노원구 공릉동 351-2,37.623622,127.078638,1,19,0,199,53,23,(주)주완건설
102855,주완위즈빌2(주상복합),서울시 노원구 공릉동 504-5,37.625796,127.076594,1,19,0,199,48,24,(주)주완건설
116884,진명비베레,서울시 노원구 공릉동 395-7,37.625392,127.073707,1,72,0,249,49,16,진명건설
102999,진주브라운(585-6),서울시 노원구 공릉동 585-6,37.621588,127.076578,1,12,0,244,59,12,예비종합건설(주)
103000,진주브라운(585-7),서울시 노원구 공릉동 585-7,37.621732,127.076554,1,18,0,275,52,18,인수종합건설(주)
104946,참다움,서울시 노원구 공릉동 395-6,37.62555,127.074003,1,26,0,239,43,28,(주)다인건설
162117,청구빌,서울시 노원구 공릉동 269-2,37.621761,127.080661,1,10,0,274,59,10,금정종합건설주식회사
18186,청솔브레싱,서울시 노원구 공릉동 380-56,37.626364,127.070923,2,36,0,0,0,34,(주)동찬건설
23205,청수대(주상복합),서울시 노원구 공릉동 270-47,37.62045,127.08084,1,19,0,227,51,24,(주)탑산씨엔씨
104678,청우시티,서울시 노원구 공릉동 569-20,37.622386,127.072694,1,17,0,289,57,18,원섭종합건설(주)
126856,청우컨스빌(도시형),서울시 노원구 공릉동 684-4,37.617769,127.073038,1,12,0,201,39,8,(주)남양종합건설
24889,탑스빌(504-7),서울시 노원구 공릉동 504-7,37.625598,127.076852,1,13,0,199,46,14,(주)탑종합건설
103342,탑스빌(690-10),서울시 노원구 공릉동 690-10,37.61733,127.072519,2,38,0,249,28,44,(주)탑 종합건설
1094,태강,서울시 노원구 공릉동 81,37.62358,127.082501,21,1676,0,226,22,1239,"현대산업개발(주),한국중공업(주),삼환까뮤(주)"
125162,태릉해링턴플레이스,서울시 노원구 공릉동 758,37.625961,127.082959,15,1308,47,213,17,1563,효성중공업(주)
11642,태릉현대홈타운스위트1단지,서울시 노원구 공릉동 115,37.625347,127.089616,4,60,0,89,34,115,현대건설(주)
11643,태릉현대홈타운스위트2단지,서울시 노원구 공릉동 121,37.624711,127.091233,6,74,0,89,34,150,현대건설(주)
154177,테라파크뷰(주상복합),서울시 노원구 공릉동 366-15,37.628738,127.074438,1,29,0,199,32,27,(주)테라종합건설
118610,플라체76(도시형),서울시 노원구 공릉동 661-20,37.618977,127.077571,1,90,0,585,59,19,보훈종합건설(주)
11504,하나플러스,서울시 노원구 공릉동 587-8,37.621903,127.077651,1,37,0,248,29,41,한미건설(주)
24779,하늘공원,서울시 노원구 공릉동 222,37.62513,127.08036,3,49,0,0,0,63,신가건설(주)
104682,한일휴니스빌(도시형),서울시 노원구 공릉동 683-14,37.617417,127.074331,1,164,0,599,45,46,한일개발(주)
104663,한진,서울시 노원구 공릉동 408-23,37.625364,127.078911,1,19,0,176,43,25,참진건설(주)
135324,햇살가득빌(도시형),서울시 노원구 공릉동 375-9,37.627803,127.072976,1,13,0,210,49,7,(주)다빈디엔씨
8198,현대,서울시 노원구 공릉동 590-1,37.621097,127.077219,1,145,0,0,0,145,고려산업개발(주)
24706,현대성우,서울시 노원구 공릉동 741,37.62645,127.077311,1,181,0,346,22,176,성우종합건설(주)
127123,화랑대디오베이션,서울시 노원구 공릉동 760,37.620523,127.082228,1,62,0,246,23,59,건해건설(주)
3246,화랑타운,서울시 노원구 공릉동 111,37.623875,127.087924,11,436,0,167,23,537,두산건설(주)
1091,화랑해링턴플레이스아파트,서울시 노원구 공릉동 746,37.62381,127.080754,3,196,0,251,23,258,주식회사 효성
179,효성,서울시 노원구 공릉동 742,37.62117,127.08855,13,340,0,119,30,332,효성중공업주식회사
123821,힐링하우스(도시형),서울시 노원구 공릉동 513-22,37.62482,127.074483,1,18,0,181,57,4,(주)핀크스씨앤씨
149226,J스타팰리스(도시형),서울시 노원구 상계동 407-16,37.660862,127.067141,1,8,0,199,59,4,(주)라온종합건설
9769,건영,서울시 노원구 상계동 1321,37.66856,127.07795,1,87,0,396,59,72,(주)건영
1097,극동늘푸른,서울시 노원구 상계동 1128,37.6774,127.05714,4,299,0,243,23,259,극동건설(주)
180,금호어울림,서울시 노원구 상계동 1270,37.667416,127.068802,2,230,0,301,28,217,(주)금호건설
133572,노원롯데캐슬시그니처,서울시 노원구 상계동 95-3,37.665437,127.077708,10,1163,198,304,20,1426,㈜롯데건설
117873,노원센트럴푸르지오,서울시 노원구 상계동 1355,37.66527,127.074674,7,810,152,252,20,953,(주)대우건설
26658,노원아이파크(주상복합),서울시 노원구 상계동 1318,37.659735,127.069419,1,124,0,358,68,179,아이앤콘스(주)
1102,노원우성,서울시 노원구 상계동 1251,37.657793,127.065329,2,137,0,262,25,87,우성건설
1098,노원현대,서울시 노원구 상계동 359,37.658589,127.063393,4,259,0,246,22,233,현대건설(주)
11237,대동,서울시 노원구 상계동 1021-12,37.671321,127.057848,1,19,0,251,32,39,(주)대동개발
1099,대동청솔,서울시 노원구 상계동 1284,37.657281,127.071184,3,358,0,375,25,428,대동
10114,대림,서울시 노원구 상계동 695,37.659828,127.05728,4,538,0,210,16,538,대림산업주식회사
8367,대망드림힐,서울시 노원구 상계동 1304,37.676424,127.058237,1,165,0,0,0,189,(주)대망종합건설
8364,대창센시티,서울시 노원구 상계동 1302,37.67118,127.05154,1,117,0,286,23,133,대창기업(주)
103514,동신라메르(도시형),서울시 노원구 상계동 184,37.654925,127.070692,1,64,0,192,53,31,동신토건(주)
1101,동아불암,서울시 노원구 상계동 1285,37.667071,127.079914,5,673,0,353,28,637,동아건설산업
137828,동일씨티빌,서울시 노원구 상계동 1065-6,37.67252,127.052229,1,15,0,199,42,15,청호종합건설(주)
194,두산,서울시 노원구 상계동 1110,37.67781,127.053594,11,763,0,224,16,486,(주)두산개발
11864,문수해오름,서울시 노원구 상계동 1303,37.653948,127.070217,1,37,0,236,31,34,문수종합건설(주)
183,미도,서울시 노원구 상계동 766-1,37.646144,127.060965,3,600,0,229,17,509,한보주택
184,벽산,서울시 노원구 상계동 173-1,37.661819,127.073156,9,1590,0,274,23,583,벽산건설
186,보람,서울시 노원구 상계동 639,37.664736,127.064778,21,3315,0,197,13,2495,대한주택공사
11227,보람그린,서울시 노원구 상계동 1090-2,37.674731,127.051672,2,37,0,293,40,60,(주)인제종합건설
23904,보미,서울시 노원구 상계동 144-3,37.663953,127.070746,1,14,0,154,24,17,(주)보미
215,북부현대,서울시 노원구 상계동 1273,37.67437,127.050453,1,105,0,336,27,81,현대산업
917,불암산센트럴,서울시 노원구 상계동 1320,37.67191,127.08133,2,240,0,373,31,194,㈜세이코하우징
1103,불암현대,서울시 노원구 상계동 1293,37.667938,127.081309,5,826,0,348,24,833,현대산업개발(주)
13937,비콘드림힐2차,서울시 노원구 상계동 1308,37.676954,127.058095,2,57,0,162,19,62,(주)비콘건설
17408,비콘드림힐3차,서울시 노원구 상계동 1310,37.659344,127.062023,1,114,0,293,25,122,(주) 비콘 건설
153161,쁘네더퍼스트(도시형),서울시 노원구 상계동 1117-6,37.677129,127.056155,1,12,0,359,51,11,(주)케이유종합건설
8365,상계대림(1301),서울시 노원구 상계동 1301,37.674706,127.050755,2,230,0,326,24,254,DL건설
64,상계대림(172),서울시 노원구 상계동 172,37.663579,127.07471,5,675,0,269,26,307,대림산업
8101,상계동양메이저(동양엔파트),서울시 노원구 상계동 1305,37.657743,127.063539,7,448,0,300,20,530,동양메이저(주)건설
165198,상계동힐탑하우스(도시형),서울시 노원구 상계동 401-13,37.658888,127.064331,1,15,0,157,44,12,태장건설산업주식회사
3247,상계불암대림,서울시 노원구 상계동 1289,37.663555,127.077362,6,634,0,322,22,711,대림산업(주)
102811,상계센트럴타워(주상복합),서울시 노원구 상계동 581-2,37.658322,127.061639,1,19,0,290,59,29,신세대건설(주)
190,상계신동아,서울시 노원구 상계동 463,37.667516,127.067667,3,385,0,299,28,318,신동아건설(주)
3248,상계우방,서울시 노원구 상계동 1295,37.671861,127.05664,3,274,0,312,30,381,(주)우방
72,상계주공10단지,서울시 노원구 상계동 666,37.66283,127.056301,27,2654,0,169,14,1270,대한주택공사
196,상계주공11단지,서울시 노원구 상계동 652,37.666239,127.055555,16,1944,0,173,0,600,대한주택공사
197,상계주공12단지,서울시 노원구 상계동 647,37.666213,127.059092,15,1739,0,196,15,0,대한주택공사
198,상계주공13단지,서울시 노원구 상계동 637,37.66812,127.062071,9,939,0,189,13,469,대한주택공사
199,상계주공14단지,서울시 노원구 상계동 626,37.669478,127.05837,26,2265,0,147,0,676,대한주택공사
201,상계주공16단지,서울시 노원구 상계동 624,37.669392,127.052148,18,2392,0,184,14,1196,대한주택공사
202,상계주공1단지,서울시 노원구 상계동 765,37.646913,127.059041,24,2064,0,176,16,927,대한주택공사
203,상계주공2단지,서울시 노원구 상계동 746-5,37.650233,127.059679,23,2029,0,171,17,1004,대한주택공사
192,상계주공3단지,서울시 노원구 상계동 730-2,37.652067,127.057978,26,2213,0,178,15,857,대한주택공사
918,상계주공4단지,서울시 노원구 상계동 749-5,37.650507,127.063483,17,2136,0,197,15,1502,대한주택공사
919,상계주공5단지,서울시 노원구 상계동 721,37.652649,127.064026,19,840,0,93,19,340,대한주택공사
920,상계주공6단지,서울시 노원구 상계동 728-3,37.65395,127.065876,28,2646,0,193,15,823,대한주택공사
921,상계주공7단지,서울시 노원구 상계동 692,37.657981,127.060612,21,2634,0,196,13,1944,대한주택공사
206,상계주공9단지,서울시 노원구 상계동 670,37.663259,127.05922,23,2830,0,207,15,1930,대한주택공사
915,상계중앙하이츠1차,서울시 노원구 상계동 1279,37.654009,127.068845,2,437,0,297,20,460,(주)중앙건설
922,상계중앙하이츠2차,서울시 노원구 상계동 1282,37.65503,127.068027,9,795,0,379,23,882,(주)중앙건설
187,상계중앙하이츠5차,서울시 노원구 상계동 1068,37.672173,127.051773,1,142,0,319,21,124,(주)중앙건설
11094,상계한일유앤아이,서울시 노원구 상계동 1309,37.654585,127.071013,5,305,0,244,17,320,한일건설(주)
211,상계현대1차,서울시 노원구 상계동 1055,37.672985,127.05301,4,331,0,256,21,238,현대산업개발(주)
212,상계현대2차,서울시 노원구 상계동 1078,37.672199,127.050492,4,465,0,286,23,286,(주)현대산업개발
213,상계현대3차,서울시 노원구 상계동 1063,37.67136,127.052645,6,494,0,243,24,400,현대산업개발(주)
10288,상록수1단지,서울시 노원구 상계동 1296,37.677297,127.051424,2,95,0,227,29,96,영동건설(주)
25508,상록수2단지,서울시 노원구 상계동 1297,37.678273,127.051797,1,20,0,128,17,22,주식회사영동건설
914,성원,서울시 노원구 상계동 1283,37.660409,127.06575,1,174,0,344,28,183,성원건설(주)
108038,소담빌(도시형),서울시 노원구 상계동 330-29,37.656439,127.06614,1,149,0,339,52,30,광성산업개발(주)
103990,송이월드,서울시 노원구 상계동 1101-2,37.676248,127.05205,2,30,0,0,0,30,호등종합건설(주)
27809,수락리버시티3단지,서울시 노원구 상계동 1312,37.687745,127.054262,11,696,360,184,19,751,한신공영(주)
27810,수락리버시티4단지,서울시 노원구 상계동 1313,37.686064,127.053682,7,548,264,189,21,581,
103330,수락산늘푸른,서울시 노원구 상계동 1317,37.676378,127.05698,1,45,0,194,23,87,동호종합건설(주)
1100,수락산벨리체,서울시 노원구 상계동 1265,37.681978,127.056421,12,492,0,250,24,959,(주)동방생활산업외1
103156,수락파크,서울시 노원구 상계동 1087-4,37.673457,127.05119,1,10,0,238,58,10,준성종합개발(주)
10433,수락파크빌,서울시 노원구 상계동 1269,37.679665,127.056791,7,468,0,230,23,720,"요진산업(주), 백일건설(주), 우영토건(주)"
17138,수락한신(1278),서울시 노원구 상계동 1278,37.673335,127.06068,2,47,0,153,47,48,한신공영(주)
189,수락현대,서울시 노원구 상계동 1272,37.675478,127.060482,2,216,0,188,20,0,현대건설
11395,신기,서울시 노원구 상계동 107-984,37.66788,127.080039,2,38,0,0,0,18,단대건설(주)
10116,신이모닝빌,서울시 노원구 상계동 1298,37.653476,127.069792,1,67,0,269,30,74,신이종합건설(주)
110830,에스엔타워(도시형),서울시 노원구 상계동 1117-16,37.676866,127.056066,1,56,0,358,57,21,(주)아성종합건설
11145,우림루미아트,서울시 노원구 상계동 1306,37.674541,127.056005,2,175,0,248,21,217,우림건설(주)
14186,우림루미아트2차,서울시 노원구 상계동 1307,37.67437,127.057186,1,100,0,238,24,114,우림건설(주)
3249,은빛1단지,서울시 노원구 상계동 1255,37.681544,127.053978,10,1391,0,246,22,781,국제종합토건(주)
3250,은빛2단지,서울시 노원구 상계동 1256,37.68002,127.05385,9,1313,0,260,22,706,한신공영(주)
193,임광,서울시 노원구 상계동 694,37.66081,127.05704,4,420,0,208,14,517,임광토건
110476,중계센트럴파크,서울시 노원구 상계동 1322,37.643296,127.05966,5,457,229,224,31,472,"진흥기업(주),대아건설(주)"
110732,중앙프라자(도시형),서울시 노원구 상계동 387-10,37.658394,127.070694,1,64,0,198,57,19,효원산업개발(주)
109012,청솔,서울시 노원구 상계동 1049-43,37.674123,127.053381,1,19,0,320,59,17,(주)주상건영
9096,청솔상계양우,서울시 노원구 상계동 1299,37.65578,127.07119,2,251,0,258,18,311,양우종합건설(주)
3365,청암1단지,서울시 노원구 상계동 1275,37.666031,127.079383,5,234,0,221,19,285,대림산업 주식회사
3366,청암2단지,서울시 노원구 상계동 1276,37.663271,127.079021,7,602,0,263,24,459,대림산업주식회사
101398,충효파크타운,서울시 노원구 상계동 407-7,37.660427,127.066838,1,19,0,191,45,20,청호종합건설(주)
916,코오롱,서울시 노원구 상계동 1281,37.652487,127.070054,3,215,0,263,21,222,코오롱건설
27273,코지한주,서울시 노원구 상계동 1401-8,37.668989,127.078838,1,18,0,198,35,29,(주)코지종합건설
116373,큐비스트(도시형),서울시 노원구 상계동 341-5,37.656297,127.064286,1,14,0,340,59,10,씨앤오건설주식회사
124506,포레나노원,서울시 노원구 상계동 680,37.663896,127.06238,13,1062,141,284,23,1389,(주)한화건설
143835,피스풀하우스(도시형),서울시 노원구 상계동 389-608,37.660255,127.069438,1,8,0,191,59,5,그룹영종합건설(주)
188,한신(1277),서울시 노원구 상계동 1277,37.674105,127.060137,2,290,0,315,28,270,한신공영주식회사
10538,한신(조흥한신4차),서울시 노원구 상계동 995,37.672811,127.059394,5,397,0,211,19,246,한신공영(주)
207,한신1차,서울시 노원구 상계동 135,37.666008,127.068411,4,420,0,192,16,276,한신공영(주)
208,한신2차,서울시 노원구 상계동 451,37.664816,127.068154,3,471,0,234,19,177,한신공영(주)
13619,한신3차,서울시 노원구 상계동 458,37.666792,127.067291,5,348,0,249,0,290,한신공영(주)
210,한양,서울시 노원구 상계동 757,37.652107,127.067599,5,492,0,202,18,492,(주)한양
13917,한창늘푸른,서울시 노원구 상계동 925-1,37.671314,127.050757,1,19,0,244,27,29,한창건설(주)
214,현대4차,서울시 노원구 상계동 1271,37.6731,127.050446,1,106,0,258,22,64,(주)현대산업개발
148411,현대하이츠,서울시 노원구 상계동 90-1,37.666599,127.076587,1,15,0,271,55,15,인수종합건설(주)
3251,희락,서울시 노원구 상계동 1280,37.671208,127.057283,1,34,0,287,58,46,전창종합건설
11728,건양노블레스,서울시 노원구 월계동 938,37.617216,127.066087,1,132,0,488,27,151,건양종합건설(주)
3367,그랑빌,서울시 노원구 월계동 18,37.618603,127.06821,25,3003,0,358,20,3940,"(주)한진중공업건설,(주)한화건설"
127512,그린우드빌(도시형),서울시 노원구 월계동 382-22,37.622049,127.058343,1,14,0,199,59,4,주식회사 장안건설
108564,꿈의숲SK뷰,서울시 노원구 월계동 949,37.622032,127.053592,6,504,0,249,19,590,에스케이건설(주)
110793,녹천역두산위브,서울시 노원구 월계동 950,37.64081,127.052796,10,326,56,168,33,360,두산건설(주)
217,대동,서울시 노원구 월계동 925,37.621749,127.060445,3,258,0,282,29,253,대동건설
218,동신,서울시 노원구 월계동 436,37.617747,127.061402,7,864,0,0,0,432,동신주택
11681,동원베네스트,서울시 노원구 월계동 940,37.631867,127.058143,5,205,0,249,22,201,동원시스템즈
151208,두리,서울시 노원구 월계동 429-22,37.620266,127.061713,1,10,0,199,59,8,삼희공영(주)
22463,롯데캐슬루나,서울시 노원구 월계동 947,37.626142,127.049843,21,850,0,199,22,1153,롯데건설(주)
153299,모아모아(도시형),서울시 노원구 월계동 429-19,37.619964,127.061712,1,16,0,178,59,8,삼희공영(주)
219,"미륭,미성,삼호3차",서울시 노원구 월계동 13,37.623721,127.067032,32,3930,0,0,12,2055,"미륭건설,라이프주택,삼호건설"
221,사슴3단지,서울시 노원구 월계동 320-11,37.631932,127.059513,5,884,0,196,17,334,(주)기산
17775,삼능스페이스향(주상복합),서울시 노원구 월계동 380-1,37.624022,127.060779,1,48,0,359,43,99,삼능건설(주)
222,삼창,서울시 노원구 월계동 448-3,37.618755,127.060075,3,296,0,192,19,206,삼창건설(주)
223,삼호4차,서울시 노원구 월계동 12,37.627006,127.064299,7,910,0,157,15,289,삼호
224,서광,서울시 노원구 월계동 922,37.623162,127.064721,4,274,0,265,27,205,(주)서광건설산업
3252,성북맨션,서울시 노원구 월계동 383-40,37.622558,127.060197,4,120,0,0,0,0,
17409,성북역신도브래뉴,서울시 노원구 월계동 941,37.623501,127.058735,3,157,0,254,23,166,(주)신도종합건설
11694,성원4단지,서울시 노원구 월계동 322-1,37.629695,127.062634,6,713,0,212,19,390,성원건설(주)
17519,세양청마루,서울시 노원구 월계동 943,37.620752,127.060832,1,115,0,238,23,130,세양건설산업(주)
101501,송암,서울시 노원구 월계동 496-2,37.619585,127.056882,1,14,0,284,56,14,이앤시종합건설(주)
123930,쉘하우스2(도시형),서울시 노원구 월계동 655-10,37.632045,127.057342,1,11,0,201,59,4,아이디경인(주)
17142,신신우,서울시 노원구 월계동 877,37.629046,127.04566,6,75,0,0,0,0,신우주택건설
13012,우남(492-1),서울시 노원구 월계동 492-1,37.614995,127.062026,2,60,0,0,0,0,
11289,우남(930),서울시 노원구 월계동 930,37.61582,127.06754,2,138,0,301,23,163,우남건설(주)
216,월계극동,서울시 노원구 월계동 803-1,37.629331,127.046415,2,199,0,275,26,126,극동건설(주)
1104,월계대우,서울시 노원구 월계동 775,37.632947,127.051161,7,344,0,269,18,625,대우건설(주)
18471,월계로즈빌(주상복합),서울시 노원구 월계동 387,37.622649,127.059245,1,27,0,292,49,32,(주)삼희공영
117590,월계센트럴아이파크,서울시 노원구 월계동 951,37.630514,127.057645,7,859,69,282,24,1143,현대산업개발
13293,월계역신도브래뉴,서울시 노원구 월계동 942,37.629133,127.058778,4,223,0,248,24,262,신도종합건설(주)
22646,월계우남푸르미아,서울시 노원구 월계동 946,37.632939,127.057008,1,65,0,252,26,68,우남건설
227,월계주공2단지,서울시 노원구 월계동 556,37.62858,127.05234,16,2002,0,227,0,787,극동건설(주)외 2개사
9873,월계풍림아이원,서울시 노원구 월계동 944,37.616519,127.066798,8,484,0,269,19,494,풍림산업주식회사
1105,월계한일1차,서울시 노원구 월계동 926,37.621622,127.061478,1,190,0,0,0,238,한일건설주식회사
1106,월계한일2차,서울시 노원구 월계동 927,37.621642,127.06167,1,171,0,388,25,196,한일건설(주)
11534,월계흥화브라운빌,서울시 노원구 월계동 939,37.631707,127.043779,4,233,0,273,22,252,흥화공업(주)
1107,유원,서울시 노원구 월계동 880,37.629824,127.044913,1,154,0,283,25,151,한보건설(주)
9122,장은하이빌,서울시 노원구 월계동 931,37.62065,127.06177,2,105,0,301,24,105,장은건설(주)
923,청백3단지,서울시 노원구 월계동 780,37.631984,127.050222,4,458,0,257,22,275,(주)기산
225,청백4단지,서울시 노원구 월계동 781,37.632023,127.051728,4,520,0,250,23,389,(주)기산
3254,초안1단지,서울시 노원구 월계동 923,37.632901,127.044364,3,410,0,266,31,226,(주)삼익
3255,초안2단지,서울시 노원구 월계동 924,37.631608,127.042681,4,571,0,223,23,299,(주)삼익
18546,초안산쌍용스윗닷홈,서울시 노원구 월계동 945,37.630695,127.04454,4,225,0,238,23,236,쌍용건설
151998,퍼스티안(도시형),서울시 노원구 월계동 442-2,37.617791,127.060247,1,28,0,199,58,7,수지이엔씨(주)
104948,현대(289-5),서울시 노원구 월계동 289-5,37.629745,127.058645,1,11,0,282,51,12,원현산업개발주식회사
3253,현대(929),서울시 노원구 월계동 929,37.618442,127.062685,11,1281,0,320,20,1525,현대산업개발(주)
228,건영2차,서울시 노원구 중계동 515-2,37.646732,127.065831,6,742,0,242,18,520,(주)건영종합건설
229,건영3차,서울시 노원구 중계동 360-15,37.648766,127.07469,12,948,0,217,22,1075,(주)건영
230,"경남,롯데,상아",서울시 노원구 중계동 505,37.638994,127.062664,15,1890,0,234,18,963,"경남기업,롯데건설,동성"
9483,경남아너스빌,서울시 노원구 중계동 597,37.661969,127.077257,2,299,0,357,25,346,경남기업(주)
19179,극동의푸른별1차,서울시 노원구 중계동 600,37.644957,127.08183,1,49,0,0,0,56,극동건설주식회사
19180,극동의푸른별2차,서울시 노원구 중계동 599,37.658878,127.077227,1,86,0,239,27,104,극동건설(주)
232,대림벽산,서울시 노원구 중계동 363,37.647356,127.077574,6,400,0,224,17,600,대림산업(주) 외1
14300,대호(주상복합),서울시 노원구 중계동 591,37.659963,127.073179,1,126,0,394,51,227,주식회사 대 호
23719,동도센트리움,서울시 노원구 중계동 601,37.658449,127.073062,2,95,0,200,36,108,동도건설(주)
8783,동진,서울시 노원구 중계동 103,37.65225,127.08197,2,210,0,148,29,0,㈜동진주택
233,동진신안,서울시 노원구 중계동 364,37.649776,127.07819,7,468,0,218,19,690,신안건설(주)
234,"라이프,청구,신동아",서울시 노원구 중계동 366,37.651823,127.079581,17,960,0,215,19,1353,"라이프주택개발(주),(주)청구,신동아건설(주)"
237,롯데우성,서울시 노원구 중계동 361-1,37.646994,127.072762,8,568,0,208,19,921,"롯데건설(주), (주)우성건설"
1112,벽산3차,서울시 노원구 중계동 592,37.654415,127.073395,3,259,0,375,28,294,(주)벽산건설
108970,부강쉘브르,서울시 노원구 중계동 90-30,37.65016,127.084679,1,12,0,242,44,17,장호주택건설
26115,비콘드림힐1차,서울시 노원구 중계동 602,37.658498,127.075963,1,88,0,285,25,91,(주)비콘건설
